ETF,Underlying,Beta,Beta_n_obs,Beta_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,borrow_annual,strategy_tag,long_usd,short_usd,sleeve
HODU,HOOD,2.007934,100,ols,0.105756,3000,0.105756,False,False,10.739999771118164,0.105756,1.0,False,True,False,False,False,False,False,False,False,1.446243,0.655041,0.667909,0.451426,0.532226,0.549285,0.4264699999999999,0.5019835,0.6023802,0.5019835,0.6023802,0.105756,ETF_LS,3959.1000748301844,-1971.7281916787026,core_leveraged
LINT,INTC,1.990478,100,ols,0.138203,6000,0.138203,False,False,75.9000015258789,0.138203,1.0,False,True,False,False,False,False,False,False,False,1.453774,0.621405,0.636876,0.399836,0.48776,0.483202,0.349557,0.4976195,0.5971434,0.5,0.5971434,0.138203,ETF_LS,1908.54203469639,-958.8360357142304,core_leveraged
ELIL,LLY,1.993003,264,ols,0.109299,10000,0.109299,False,False,18.579700469970703,0.109299,1.0,False,True,False,False,False,False,False,False,False,0.826264,0.277065,0.414778,0.170239,0.277065,0.167766,0.167766,0.49825075,0.5979009,0.5,0.5979009,0.109299,ETF_LS,850.0690273067452,-426.52671737410583,core_leveraged
METU,META,1.998352,465,ols,0.06972,450000,0.06972,False,False,31.0,0.06972,1.0,False,True,False,False,False,False,False,False,False,0.716249,0.240182,0.357536,0.127516,0.240182,0.170462,0.170462,0.499588,0.5995056,0.5,0.5995056,0.06972,ETF_LS,1299.5674300963822,-650.3195783807769,core_leveraged
MRVU,MRVL,2.009423,43,ols,0.408828,4000,0.408828,False,False,59.65520095825195,0.408828,1.0,False,False,True,False,False,True,True,False,False,1.428836,0.586443,0.575085,0.335412,0.378247,0.177615,-0.030581,0.50235575,0.6028268999999999,0.50235575,0.6028268999999999,0.408828,ETF_LS,0.0,0.0,
MSFU,MSFT,1.99207,500,ols,0.036892,100000,0.036892,False,False,29.3799991607666,0.036892,1.0,False,True,False,False,False,False,False,False,False,0.495585,0.162464,0.247077,0.060323,0.162464,0.125572,0.125572,0.4980175,0.597621,0.5,0.597621,0.036892,ETF_LS,1599.4485045738093,-802.9077816411116,core_leveraged
MUU,MU,1.993865,378,ols,0.0617659999999999,30000,0.0617659999999999,False,False,214.4600067138672,0.0617659999999999,1.0,False,True,False,False,False,False,False,False,False,1.174467,0.519708,0.588389,0.343022,0.519708,0.4579419999999999,0.4579419999999999,0.49846625,0.5981595,0.5,0.5981595,0.0617659999999999,ETF_LS,5689.286277715615,-2853.395930875769,core_leveraged
NFXL,NFLX,1.995762,383,ols,0.04234,6000,0.04234,False,False,37.47999954223633,0.04234,1.0,False,True,False,False,False,False,False,False,False,0.6521,0.227783,0.325262,0.105124,0.227783,0.185443,0.185443,0.4989405,0.5987285999999999,0.5,0.5987285999999999,0.04234,ETF_LS,2308.3269357199642,-1156.6143336329503,core_leveraged
NVDU,NVDA,1.987423,500,ols,0.048906,25000,0.048906,False,False,124.01000213623048,0.048906,1.0,False,True,False,False,False,False,False,False,False,0.694251,0.345699,0.348175,0.118948,0.345699,0.296793,0.296793,0.49685575,0.5962269,0.5,0.5962269,0.048906,ETF_LS,3730.179257322629,-1876.8924669396645,core_leveraged
ORCU,ORCL,2.004471,100,ols,0.134764,200000,0.134764,False,False,13.75,0.134764,1.0,False,True,False,False,False,False,False,False,False,1.149518,0.406634,0.615885,0.381862,0.391692,0.27187,0.256928,0.50111775,0.6013413,0.50111775,0.6013413,0.134764,ETF_LS,851.6970704447373,-424.8986742361138,core_leveraged
PALU,PANW,2.005023,264,ols,,0,,False,True,13.42389965057373,,1.0,False,False,False,False,False,False,False,True,False,0.69568,0.250849,0.346992,0.121312,0.250849,0.250849,0.250849,0.50125575,1.0,0.50125575,1.0,,ETF_LS,4478.323151951054,-2233.5520101021552,core_leveraged
PLTU,PLTR,1.99195,335,ols,0.058516,200000,0.058516,False,False,41.470001220703125,0.058516,1.0,False,True,False,False,False,False,False,False,False,1.071843,0.502385,0.536934,0.284826,0.502385,0.4438689999999999,0.4438689999999999,0.4979875,0.597585,0.5,0.597585,0.058516,ETF_LS,5580.1818387874255,-2801.366419231118,core_leveraged
QCMU,QCOM,2.002157,203,ols,0.056533,15000,0.056533,False,False,15.729999542236328,0.056533,1.0,False,True,False,False,False,False,False,False,False,0.636212,0.220605,0.322704,0.104475,0.198024,0.164072,0.141491,0.50053925,0.6006471,0.50053925,0.6006471,0.056533,ETF_LS,1262.4107331883458,-630.5253450095801,core_leveraged
SHPU,SHOP,2.010858,174,ols,0.091407,10000,0.091407,False,False,15.56999969482422,0.091407,1.0,False,True,False,False,False,False,False,False,False,1.033502,0.352092,0.550429,0.307924,0.338421,0.260685,0.247014,0.5027145,0.6032573999999999,0.5027145,0.6032573999999999,0.091407,ETF_LS,1780.2921804448708,-885.3395816337459,core_leveraged
SOFA,SOFI,1.984803,44,ols,0.047471,4000,0.047471,False,False,18.910999298095703,0.047471,1.0,False,True,False,False,False,False,False,False,False,0.903984,0.307606,0.536988,0.281816,0.286319,0.260135,0.238848,0.49620075,0.5954409,0.5,0.5954409,0.047471,ETF_LS,2932.8655766914894,-1477.6607938881034,core_leveraged
TSLL,TSLA,1.993937,500,ols,0.062928,2000000,0.062928,False,False,13.06999969482422,0.062928,1.0,False,True,False,False,False,False,False,False,False,0.977998,0.497455,0.490866,0.238763,0.497455,0.434527,0.434527,0.49848425,0.5981811,0.5,0.5981811,0.062928,ETF_LS,5316.812441401379,-2666.489684178276,core_leveraged
TSMX,TSM,1.995992,383,ols,0.221447,450000,0.221447,False,False,65.16999816894531,0.221447,1.0,False,True,False,False,False,False,False,False,False,0.705141,0.279857,0.350988,0.122453,0.279857,0.05841,0.05841,0.498998,0.5987975999999999,0.5,0.5987975999999999,0.221447,ETF_LS,850.4945586026336,-426.10118607821755,core_leveraged
XOMX,XOM,1.98937,246,ols,0.053768,15000,0.053768,False,False,44.23469924926758,0.053768,1.0,False,True,False,False,False,False,False,False,False,0.457946,0.150904,0.229991,0.052055,0.14855,0.097136,0.0947819999999999,0.4973425,0.596811,0.5,0.596811,0.053768,ETF_LS,849.5506667276867,-427.0450779531644,core_leveraged
YINN,FXI,2.973707,500,ols,0.014384,950000,0.014384,False,False,36.34000015258789,0.014384,1.0,False,True,False,False,False,False,False,False,False,0.590695,0.370326,0.20083,0.118361,0.370326,0.355942,0.355942,0.74342675,0.8921121,0.74342675,0.8921121,0.014384,ETF_LS,5311.468878827849,-1786.143987564292,core_leveraged
MEXX,EWW,2.956611,500,ols,0.065023,15000,0.065023,False,False,33.27859878540039,0.065023,1.0,False,True,False,False,False,False,False,False,False,0.636658,0.297735,0.214373,0.132926,0.297735,0.232712,0.232712,0.73915275,0.8869833,0.73915275,0.8869833,0.065023,ETF_LS,2322.840144665642,-785.6428000388424,core_leveraged
KORU,EWY,2.933244,500,ols,0.0380799999999999,200000,0.0380799999999999,False,False,469.0,0.0380799999999999,1.0,False,True,False,False,False,False,False,False,False,1.061003,0.388196,0.360845,0.369187,0.388196,0.350116,0.350116,0.733311,0.8799732,0.733311,0.8799732,0.0380799999999999,ETF_LS,4611.963711512826,-1572.3082401303218,core_leveraged
LABU,XBI,2.986887,500,ols,0.2869279999999999,7000,0.2869279999999999,False,False,196.67999267578125,0.2869279999999999,1.0,False,True,False,False,False,False,False,False,False,0.774491,0.322541,0.259136,0.199259,0.322541,0.035613,0.035613,0.74672175,0.8960661,0.74672175,0.8960661,0.2869279999999999,ETF_LS,956.3971173606258,-320.1986273202253,core_leveraged
SOXL,SOXX,2.963598,500,ols,0.015121,2400000,0.015121,False,False,88.37000274658203,0.015121,1.0,False,True,False,False,False,False,False,False,False,0.973173,0.545974,0.325417,0.308122,0.545974,0.5308529999999999,0.5308529999999999,0.7408995,0.8890794000000001,0.7408995,0.8890794000000001,0.015121,ETF_LS,7625.495352208175,-2573.053211740653,core_leveraged
CHAU,ASHR,1.96681,500,ols,0.033374,7000,0.033374,False,False,22.549999237060547,0.033374,1.0,False,True,False,False,False,False,False,False,False,0.32414,0.117251,0.164502,0.025729,0.117251,0.083877,0.083877,0.4917025,0.590043,0.5,0.590043,0.033374,ETF_LS,1094.7268522646805,-556.6002065602069,core_leveraged
CWEB,KWEB,1.987903,500,ols,0.01241,1000000,0.01241,False,False,29.84000015258789,0.01241,1.0,False,True,False,False,False,False,False,False,False,0.528446,0.188646,0.26431,0.068597,0.188646,0.176236,0.176236,0.49697575,0.5963708999999999,0.5,0.5963708999999999,0.01241,ETF_LS,3041.4999916066563,-1530.004226366506,core_leveraged
NUGT,GDX,1.976445,500,ols,0.016624,200000,0.016624,False,False,211.25,0.016624,1.0,False,True,False,False,False,False,False,False,False,0.878647,0.212482,0.443479,0.189779,0.212482,0.195858,0.195858,0.49411125,0.5929335,0.5,0.5929335,0.016624,ETF_LS,3204.1609369197695,-1621.1738434005347,core_leveraged
JNUG,GDXJ,1.975478,500,ols,0.037175,75000,0.037175,False,False,229.3999938964844,0.037175,1.0,False,True,False,False,False,False,False,False,False,0.972903,0.254603,0.488528,0.229953,0.254603,0.217428,0.217428,0.4938695,0.5926434,0.5,0.5926434,0.037175,ETF_LS,2921.139736632554,-1478.7002116108374,core_leveraged
GUSH,XOP,2.010049,500,ols,0.031152,350000,0.031152,False,False,37.310001373291016,0.031152,1.0,False,True,False,False,False,False,False,False,False,0.538047,0.149594,0.268393,0.073124,0.149594,0.118442,0.118442,0.50251225,0.6030147,0.50251225,0.6030147,0.031152,ETF_LS,1663.7366352124905,-827.7094912673723,core_leveraged
URAA,URA,1.927294,452,ols,0.028331,35000,0.028331,False,False,43.52999877929688,0.028331,1.0,False,True,False,False,False,False,False,False,False,0.916877,0.38846,0.480501,0.206312,0.38846,0.360129,0.360129,0.4818235,0.5781882,0.5,0.5781882,0.028331,ETF_LS,5256.080232311301,-2727.181339386363,core_leveraged
TQQQ,QQQ,2.97115,500,ols,0.007509,0,0.007509,False,False,56.43000030517578,0.007509,1.0,False,True,False,False,False,False,False,True,False,0.5087,0.239685,0.170422,0.085048,0.239685,0.232176,0.232176,0.7427875,0.891345,0.7427875,0.891345,0.007509,ETF_LS,3847.0797624691536,-1294.8116932733633,core_leveraged
SPXL,SPY,2.882915,500,ols,0.029843,90000,0.029843,False,False,230.6199951171875,0.029843,1.0,False,True,False,False,False,False,False,False,False,0.396095,0.170095,0.132549,0.047685,0.170095,0.140252,0.140252,0.72072875,0.8648745,0.72072875,0.8648745,0.029843,ETF_LS,2028.707051100169,-703.6999186934644,core_leveraged
URTY,IWM,3.000313,500,ols,0.059149,200000,0.059149,False,False,65.9800033569336,0.059149,1.0,False,True,False,False,False,False,False,False,False,0.586056,0.25457,0.195588,0.114794,0.25457,0.195421,0.195421,0.75007825,0.9000938999999999,0.75007825,0.9000938999999999,0.059149,ETF_LS,1982.0435927639162,-660.6122737074153,core_leveraged
MSTU,MSTR,1.966392,394,ols,0.21215,1000000,0.21215,False,False,5.900000095367432,0.21215,1.0,False,True,False,False,False,False,False,False,False,1.318968,1.068164,0.668387,0.424472,1.068164,0.8560139999999998,0.8560139999999998,0.491598,0.5899175999999999,0.5,0.5899175999999999,0.21215,ETF_LS,7107.648097102607,-3614.5631680268266,core_leveraged
NVDX,NVDA,1.997904,500,ols,,0,,False,True,17.829999923706055,,1.0,False,False,False,False,False,False,False,True,False,0.698059,0.403646,0.348175,0.120845,0.403646,0.403646,0.403646,0.499476,1.0,0.5,1.0,,ETF_LS,6689.779023397232,-3348.398633466489,core_leveraged
TSLT,TSLA,1.993068,500,ols,0.077637,85000,0.077637,False,False,18.270000457763672,0.077637,1.0,False,True,False,False,False,False,False,False,False,0.978447,0.531937,0.490866,0.23845,0.531937,0.4543,0.4543,0.498267,0.5979204,0.5,0.5979204,0.077637,ETF_LS,5177.434105971226,-2597.720753115913,core_leveraged
BTCL,IBIT,2.006542,443,ols,0.0405009999999999,20000,0.0405009999999999,False,False,18.690000534057617,0.0405009999999999,1.0,False,True,False,False,False,False,False,False,False,0.869571,0.424637,0.434859,0.190962,0.424637,0.384136,0.384136,0.5016355,0.6019626,0.5016355,0.6019626,0.0405009999999999,ETF_LS,5233.871802706442,-2608.4038124825906,core_leveraged
ETU,ETHA,1.989575,368,ols,0.032224,40000,0.032224,False,False,7.420000076293945,0.032224,1.0,False,True,False,False,False,False,False,False,False,1.44738,0.732191,0.726687,0.519845,0.732191,0.699967,0.699967,0.49739375,0.5968725,0.5,0.5968725,0.032224,ETF_LS,10049.16892683097,-5050.912344008629,core_leveraged
CCUP,CRCL,1.985675,171,ols,0.220546,300000,0.220546,False,False,5.650000095367432,0.220546,1.0,False,True,False,False,False,False,False,False,False,1.945254,1.007162,1.180459,1.363684,1.121758,0.7866159999999999,0.901212,0.49641875,0.5957025,0.5,0.5957025,0.220546,ETF_LS,7511.746485979237,-3782.9687567095507,core_leveraged
CRWU,CRWV,1.989184,181,ols,0.193324,100000,0.193324,False,False,10.199999809265137,0.193324,1.0,False,True,False,False,False,False,False,False,False,1.957247,1.110752,1.080588,1.148794,1.12147,0.917428,0.928146,0.497296,0.5967552,0.5,0.5967552,0.193324,ETF_LS,8688.347256476673,-4367.794661769184,core_leveraged
AAPX,AAPL,1.992637,500,ols,0.142122,7000,0.142122,False,False,27.32999992370605,0.142122,1.0,False,True,False,False,False,False,False,False,False,0.478064,0.189113,0.237668,0.055864,0.189113,0.046991,0.046991,0.49815925,0.5977911,0.5,0.5977911,0.142122,ETF_LS,850.0168630186746,-426.57888166217657,core_leveraged
GOOX,GOOGL,1.978141,500,ols,0.014978,90000,0.014978,False,False,74.72000122070312,0.014978,1.0,False,True,False,False,False,False,False,False,False,0.564743,0.206717,0.287357,0.079886,0.206717,0.191739,0.191739,0.49453525,0.5934423,0.5,0.5934423,0.014978,ETF_LS,3192.0906849476123,-1613.6820807756437,core_leveraged
MSFX,MSFT,2.007099,500,ols,0.081857,65000,0.081857,False,False,19.450000762939453,0.081857,1.0,False,True,False,False,False,False,False,False,False,0.498012,0.188852,0.247077,0.061699,0.188852,0.1069949999999999,0.1069949999999999,0.50177475,0.6021297,0.50177475,0.6021297,0.081857,ETF_LS,852.0684029867962,-424.527341694055,core_leveraged
NFLU,NFLX,1.991055,387,ols,0.044321,5000,0.044321,False,False,39.84700012207031,0.044321,1.0,False,True,False,False,False,False,False,False,False,0.653493,0.231417,0.325262,0.10438,0.231417,0.187096,0.187096,0.49776375,0.5973165,0.5,0.5973165,0.044321,ETF_LS,2274.8073555162036,-1142.5135696985787,core_leveraged
ROBN,HOOD,2.011998,302,ols,0.103114,350000,0.103114,False,False,26.170000076293945,0.103114,1.0,False,True,False,False,False,False,False,False,False,1.342068,0.750811,0.667909,0.454163,0.750811,0.647697,0.647697,0.5029995,0.6035994,0.5029995,0.6035994,0.103114,ETF_LS,7231.404690331249,-3594.1410927502156,core_leveraged
DJTU,DJT,2.005082,281,ols,0.290079,150000,0.3241106214323123,False,False,1.7899999618530271,0.290079,1.11731845956554,False,True,False,False,False,False,False,False,False,1.379987,0.81801,0.68809,0.477083,0.81801,0.4938993785676877,0.4938993785676877,0.5012705,0.6015246,0.5012705,0.6015246,0.3241106214323123,ETF_LS,851.7834617944436,-424.81228288640744,core_leveraged
RBLU,RBLX,2.018974,281,ols,0.116553,15000,0.116553,False,False,13.31999969482422,0.116553,1.0,False,True,False,False,False,False,False,False,False,1.095486,0.496702,0.543085,0.303389,0.496702,0.3801489999999999,0.3801489999999999,0.5047435,0.6056922,0.5047435,0.6056922,0.116553,ETF_LS,2977.0781862532554,-1474.5500369263077,core_leveraged
SNOU,SNOW,2.000485,245,ols,,0,,False,True,15.359999656677246,,1.0,False,False,False,False,False,False,False,True,False,1.043701,0.381442,0.522364,0.273063,0.378431,0.381442,0.378431,0.50012125,1.0,0.50012125,1.0,,ETF_LS,6324.216133722496,-3161.3414415616694,core_leveraged
SMUP,SMR,1.981297,181,ols,0.147728,60000,0.147728,False,False,11.050000190734863,0.147728,1.0,False,True,False,False,False,False,False,False,False,2.00674,1.218871,1.042792,1.057098,1.173292,1.071143,1.025564,0.49532425,0.5943891,0.5,0.5943891,0.147728,ETF_LS,11424.501271433368,-5766.17300255003,core_leveraged
GLXU,GLXY,2.010244,172,ols,0.10534,1000,0.10534,False,False,8.680000305175781,0.10534,1.0,False,True,False,False,False,False,False,False,False,1.830829,1.043142,0.892258,0.808399,0.96862,0.937802,0.86328,0.502561,0.6030732,0.502561,0.6030732,0.10534,ETF_LS,10283.10353771345,-5115.350941335206,core_leveraged
AFRU,AFRM,1.957877,146,ols,0.171258,100,0.171258,False,False,8.069999694824219,0.171258,1.0,False,True,False,False,False,False,False,True,False,1.229304,0.618245,0.641763,0.386202,0.52064,0.446987,0.3493819999999999,0.48946925,0.5873631,0.5,0.5873631,0.171258,ETF_LS,944.6557452271952,-482.4898322147894,core_leveraged
KTUP,KTOS,2.029297,146,ols,0.22799,4000,0.22799,False,False,16.90999984741211,0.22799,1.0,False,True,False,False,False,False,False,False,False,1.556301,0.781597,0.673512,0.473748,0.652105,0.553607,0.424115,0.50732425,0.6087891,0.50732425,0.6087891,0.22799,ETF_LS,855.1792428717347,-421.4165018091165,core_leveraged
TTDU,TTD,1.997652,145,ols,0.131723,15000,0.131723,False,False,4.809999942779541,0.131723,1.0,False,True,False,False,False,False,False,False,False,1.029366,0.513825,0.656674,0.429703,0.478107,0.3821019999999999,0.346384,0.499413,0.5992955999999999,0.5,0.5992955999999999,0.131723,ETF_LS,2050.5100339156156,-1026.460081093011,core_leveraged
BMNU,BMNR,1.949722,138,ols,,0,,False,True,2.220000028610229,,1.0,False,False,False,False,False,False,False,True,False,2.010531,1.573228,1.036888,0.995412,1.311835,1.573228,1.311835,0.4874305,1.0,0.5,1.0,,ETF_LS,19896.38446656888,-10204.728913439394,core_leveraged
SBTU,SBET,2.02252,121,ols,0.0926999999999999,55000,0.0926999999999999,False,False,4.449999809265137,0.0926999999999999,1.0,False,True,False,False,False,False,False,False,False,1.717443,0.841749,0.84916,0.745613,0.791774,0.749049,0.699074,0.50563,0.606756,0.50563,0.606756,0.0926999999999999,ETF_LS,8269.624304213577,-4088.7725729355343,core_leveraged
CIFU,CIFR,1.990025,98,ols,0.391752,10000,0.391752,False,False,20.799999237060547,0.391752,1.0,False,False,True,False,False,True,True,False,False,2.059836,1.312642,1.079276,1.147466,1.211701,0.92089,0.8199489999999999,0.49750625,0.5970074999999999,0.5,0.5970074999999999,0.391752,ETF_LS,0.0,0.0,
SOLX,GSOL,1.972391,91,ols,,0,,False,True,10.347000122070312,,1.0,False,False,False,False,False,False,False,True,False,1.498398,0.748792,0.859634,0.708649,0.723145,0.748792,0.723145,0.49309775,1.0,0.5,1.0,,ETF_LS,11330.100446005972,-5744.348076018382,core_leveraged
XRPK,XRPZ,1.95664,91,ols,,0,,False,True,9.25790023803711,,1.0,False,False,False,False,False,False,False,True,False,1.561502,0.973415,0.792872,0.58835,0.727401,0.973415,0.727401,0.48916,1.0,0.5,1.0,,ETF_LS,11403.271392825254,-5827.986442485717,core_leveraged
XRPT,XRPZ,2.016207,97,ols,0.089132,25000,0.089132,False,False,47.63999938964844,0.089132,1.0,False,True,False,False,False,False,False,False,False,1.567673,0.846502,0.792872,0.644011,0.721954,0.75737,0.632822,0.50405175,0.6048621,0.50405175,0.6048621,0.089132,ETF_LS,7418.806442165681,-3679.58569837605,core_leveraged
CHNU,CHNL,2.009887,9,ols_short_history,,0,,False,True,23.638599395751957,,1.0,False,False,False,False,False,False,False,True,False,0.930444,,0.466362,0.22073,0.22073,,0.22073,0.50247175,1.0,0.50247175,1.0,,ETF_LS,4042.2816091354703,-2011.1984450546076,core_leveraged
STLU,STLR,1.566773,9,ols_short_history,,0,,False,True,17.700000762939453,,1.0,False,False,False,False,False,False,False,True,False,0.861301,,0.497294,0.109802,0.109802,,0.109802,0.39169325,1.0,0.5,1.0,,ETF_LS,2422.0803998889364,-1545.903841774741,core_leveraged
GMEU,GME,1.966043,245,ols,0.319601,8000,0.319601,False,False,12.09000015258789,0.319601,1.0,False,True,False,False,False,False,False,False,False,0.878213,0.585974,0.441689,0.185265,0.574843,0.2663729999999999,0.2552419999999999,0.49151075,0.5898129,0.5,0.5898129,0.319601,ETF_LS,846.1920908292883,-430.4036538515629,core_leveraged
APPX,APP,1.987102,244,ols,0.041382,350000,0.041382,False,False,36.560001373291016,0.041382,1.0,False,True,False,False,False,False,False,False,False,1.422458,0.657668,0.716668,0.503719,0.652781,0.616286,0.6113989999999999,0.4967755,0.5961306,0.5,0.5961306,0.041382,ETF_LS,8503.16763242484,-4279.180249642363,core_leveraged
ARCX,ACHR,1.984059,213,ols,0.105012,10000,0.105012,False,False,19.979999542236328,0.105012,1.0,False,True,False,False,False,False,False,False,False,1.439567,0.673885,0.772406,0.582421,0.65973,0.568873,0.554718,0.49601475,0.5952177,0.5,0.5952177,0.105012,ETF_LS,5840.77008030891,-2943.848988517433,core_leveraged
ASTX,ASTS,1.989436,192,ols,0.082951,75000,0.082951,False,False,42.04999923706055,0.082951,1.0,False,True,False,False,False,False,False,False,False,2.062373,1.204211,0.98764,0.96003,1.146073,1.12126,1.063122,0.497359,0.5968308,0.5,0.5968308,0.082951,ETF_LS,13837.607126455228,-6955.542739980189,core_leveraged
BEX,BE,1.980439,104,ols,0.1152,55000,0.1152,False,False,37.52999877929688,0.1152,1.0,False,True,False,False,False,False,False,False,False,2.212783,1.227587,1.022614,1.015256,1.102885,1.112387,0.987685,0.49510975,0.5941317,0.5,0.5941317,0.1152,ETF_LS,11818.836961120736,-5967.786415598125,core_leveraged
CEGX,CEG,1.989364,192,ols,0.0745779999999999,4000,0.0745779999999999,False,False,18.100000381469727,0.0745779999999999,1.0,False,True,False,False,False,False,False,False,False,0.928322,0.306968,0.462554,0.210555,0.284013,0.23239,0.209435,0.497341,0.5968091999999999,0.5,0.5968091999999999,0.0745779999999999,ETF_LS,1722.1464704016114,-865.6769049814974,core_leveraged
CLSX,CLSK,1.99946,146,ols,0.107935,95000,0.107935,False,False,14.869999885559082,0.107935,1.0,False,True,False,False,False,False,False,False,False,2.011931,1.20644,0.890686,0.792679,1.032398,1.0985049999999998,0.924463,0.499865,0.599838,0.5,0.599838,0.107935,ETF_LS,11099.93602670262,-5551.466909416853,core_leveraged
COZX,CORZ,2.036501,110,ols,,0,,False,True,14.43000030517578,,1.0,False,False,False,False,False,False,False,True,False,1.420803,0.693525,0.717872,0.543899,0.609212,0.693525,0.609212,0.50912525,1.0,0.50912525,1.0,,ETF_LS,9640.466012862038,-4733.838094291158,core_leveraged
CRDU,CRDO,1.994505,146,ols,0.109497,200000,0.109497,False,False,40.43999862670898,0.109497,1.0,False,True,False,False,False,False,False,False,False,1.824835,1.032245,0.8186,0.664593,0.877598,0.922748,0.768101,0.49862625,0.5983514999999999,0.5,0.5983514999999999,0.109497,ETF_LS,8795.73632985305,-4409.984597608454,core_leveraged
CSEX,CLS,1.996906,104,ols,0.057016,15000,0.057016,False,False,23.979999542236328,0.057016,1.0,False,True,False,False,False,False,False,False,False,1.517514,0.645735,0.672942,0.450751,0.531221,0.588719,0.474205,0.4992265,0.5990718,0.5,0.5990718,0.057016,ETF_LS,6061.203976686228,-3035.2975937205997,core_leveraged
