ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,include_for_algo,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,gross_target_usd,wrapper_utility,shared_underlying_group_size,shared_underlying_wrapper_rank,shared_underlying_group_score,shared_underlying_weight_pre_caps,shared_underlying_allocation_reason,shared_underlying_incumbent,shared_underlying_switch_blocked,shared_underlying_capacity_usd,shared_underlying_capacity_binding,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,execution_policy,reduce_only,keep_open,hard_exit,model_gross_target_usd,model_long_usd,model_short_usd,_plan_date
QCMU,QCOM,2.002479,194,ols,0.032599,9000,0.032599,False,False,14.093999862670898,0.032599,1.0,False,True,False,False,False,False,True,False,False,False,0.642953,0.221453,0.383256,0.147432,0.204416,0.188854,0.171817,0.50061975,0.6007437,0.50061975,0.6007437,0.188854,net_decay_annual,0.032599,ETF_LS,2623.4431418792087,-1310.097704834462,2623.4431418792087,-1310.097704834462,2623.4431418792087,0.0,-0.0,2623.4431418792087,core_leveraged,0.5,1.0,3933.5408467136704,0.1121889827159674,1.0,1.0,0.0217476766691998,0.000839603168989,primary,QCMU,False,,,1.0,0.0,,False,0.0,0.0,2775.475619995579,1851.0809381358297,-924.3946818597497,1851.0809381358297,-924.3946818597497,haircut,haircut,-1158.0652267180913,1.4172492881490113,normal,False,False,False,2775.475619995579,1851.0809381358297,-924.3946818597497,2026-04-03
SHPU,SHOP,2.011988,165,ols,0.047544,55000,0.047544,False,False,13.699999809265137,0.047544,1.0,False,True,False,False,False,False,True,False,False,False,1.019431,0.349996,0.578347,0.340524,0.346726,0.3024519999999999,0.2991819999999999,0.502997,0.6035964,0.502997,0.6035964,0.3024519999999999,net_decay_annual,0.047544,ETF_LS,5953.651816814442,-2959.0891281729523,5953.651816814442,-2959.0891281729523,5953.651816814442,0.0,-0.0,5953.651816814442,core_leveraged,0.5,1.0,8912.740944987394,0.1790347858272163,1.0,1.0,0.0492765718881154,0.0019023993479161,primary,SHPU,False,,,1.0,0.0,,False,0.0,0.0,6350.064020884593,4241.800634415394,-2108.2633864692007,4241.800634415394,-2108.2633864692007,haircut,haircut,-2562.6769241028005,1.4035671003748098,normal,False,False,False,6350.064020884593,4241.800634415394,-2108.2633864692007,2026-04-03
SOFA,SOFI,1.99374,35,ols,0.043259,800,0.043259,False,False,13.300000190734863,0.043259,1.0,False,True,False,False,False,False,True,False,True,False,0.84828,0.300122,0.573045,0.325304,0.321806,0.256863,0.278547,0.498435,0.598122,0.5,0.598122,0.256863,net_decay_annual,0.043259,ETF_LS,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,core_leveraged,0.5,1.0,0.0,-inf,1.0,,0.0,0.0,not_selected,SOFA,False,,,1.0,0.0,,False,0.0,0.0,4779.1741010549695,3182.7849353107936,-1596.389165744176,3182.7849353107936,-1596.389165744176,haircut,haircut,4779.1741010549695,0.0,normal,False,False,False,4779.1741010549695,3182.7849353107936,-1596.389165744176,2026-04-03
YINN,FXI,2.972947,501,ols,0.016626,800000,0.016626,False,False,31.84000015258789,0.016626,1.0,False,True,False,False,False,False,True,False,False,False,0.858973,0.372135,0.288234,0.243648,0.372135,0.3555089999999999,0.3555089999999999,0.74323675,0.8918841,0.74323675,0.8918841,0.3555089999999999,net_decay_annual,0.016626,ETF_LS,5301.217038077916,-1783.152218346952,5301.217038077916,-1783.152218346952,5301.217038077916,0.0,-0.0,5301.217038077916,core_leveraged,0.5,1.0,7084.369256424869,0.1570218987049556,1.0,1.0,0.0391679095242309,0.0015121385819476,primary,YINN,False,,,1.0,0.0,,False,0.0,0.0,6606.610623690959,4943.711364352499,-1662.8992593384608,4943.711364352499,-1662.8992593384608,haircut,haircut,-477.7586327339095,1.0723152399841291,normal,False,False,False,6606.610623690959,4943.711364352499,-1662.8992593384608,2026-04-03
MEXX,EWW,2.956326,501,ols,0.0467049999999999,2000,0.0467049999999999,False,False,29.920000076293945,0.0467049999999999,1.0,False,True,False,False,False,False,True,False,False,False,0.742408,0.300958,0.250486,0.181439,0.300958,0.254253,0.254253,0.7390815,0.8868978,0.7390815,0.8868978,0.254253,net_decay_annual,0.0467049999999999,ETF_LS,2966.089669005916,-1003.3026361118212,2966.089669005916,-1003.3026361118212,2966.089669005916,0.0,-0.0,2966.089669005916,core_leveraged,0.5,1.0,3969.392305117737,0.1127721457115794,1.0,1.0,0.0219458914471504,0.0008472555613911,primary,,False,,,1.0,0.0,,False,0.0,0.0,3469.2896729551835,2592.392856829519,-876.8968161256638,2592.392856829519,-876.8968161256638,haircut,haircut,-500.1026321625536,1.144151304533922,normal,False,False,False,3469.2896729551835,2592.392856829519,-876.8968161256638,2026-04-03
KORU,EWY,2.929706,501,ols,0.118086,250000,0.118086,False,False,282.2099914550781,0.118086,1.0,False,True,False,False,False,False,True,False,False,False,0.908388,0.383679,0.309744,0.271201,0.383679,0.2655929999999999,0.2655929999999999,0.7324265,0.8789117999999999,0.7324265,0.8789117999999999,0.2655929999999999,net_decay_annual,0.118086,ETF_LS,3232.267660924601,-1103.2737281230952,3232.267660924601,-1103.2737281230952,3232.267660924601,0.0,-0.0,3232.267660924601,core_leveraged,0.5,1.0,4335.541389047697,0.1186037973655278,1.0,1.0,0.0239702486866806,0.0009254090478223,primary,KORU,False,,,1.0,0.0,,False,0.0,0.0,3330.634308292501,2483.081257684516,-847.5530506079846,2483.081257684516,-847.5530506079846,haircut,haircut,-1004.9070807551956,1.3017164262834895,normal,False,False,False,3330.634308292501,2483.081257684516,-847.5530506079846,2026-04-03
LABU,XBI,2.98841,501,ols,0.158423,90000,0.158423,False,False,171.63999938964844,0.158423,1.0,False,True,False,False,False,False,True,False,False,False,0.793637,0.326021,0.265381,0.209245,0.326021,0.167598,0.167598,0.7471025,0.896523,0.7471025,0.896523,0.167598,net_decay_annual,0.158423,ETF_LS,1414.055317537835,-473.1798238989412,1414.055317537835,-473.1798238989412,1414.055317537835,0.0,-0.0,1414.055317537835,core_leveraged,0.5,1.0,1887.235141436776,0.073737548698749,1.0,1.0,0.0104341053656551,0.0004028250035083,primary,LABU,False,,,1.0,0.0,,False,0.0,0.0,1124.1131950640174,842.2682505713456,-281.84494449267186,842.2682505713456,-281.84494449267186,haircut,haircut,-763.1219463727587,1.6788657492178083,normal,False,False,False,1124.1131950640174,842.2682505713456,-281.84494449267186,2026-04-03
SOXL,SOXX,2.96138,501,ols,0.019128,7300000,0.019128,False,False,52.75,0.019128,1.0,False,True,False,False,False,False,True,False,False,False,1.131694,0.549087,0.381841,0.423439,0.549087,0.529959,0.529959,0.740345,0.888414,0.740345,0.888414,0.529959,net_decay_annual,0.019128,ETF_LS,10705.485057024229,-3615.0325378790394,10705.485057024229,-3615.0325378790394,10705.485057024229,0.0,-0.0,10705.485057024229,core_leveraged,0.5,1.0,14320.517594903264,0.2347586847473482,1.0,1.0,0.0791749719974914,0.0030566739797018,primary,SOXL,False,,,1.0,0.0,,False,0.0,0.0,13388.536896255908,10008.771032780072,-3379.7658634758363,10008.771032780072,-3379.7658634758363,haircut,haircut,-931.980698647356,1.0696103469609128,normal,False,False,False,13388.536896255908,10008.771032780072,-3379.7658634758363,2026-04-03
CWEB,KWEB,1.987711,501,ols,0.016829,550000,0.016829,False,False,25.989999771118164,0.016829,1.0,False,True,False,False,False,False,True,False,False,False,0.705559,0.190022,0.354687,0.123493,0.190022,0.1731929999999999,0.1731929999999999,0.49692775,0.5963132999999999,0.5,0.5963132999999999,0.1731929999999999,net_decay_annual,0.016829,ETF_LS,2271.0406567251507,-1142.540669506357,2271.0406567251507,-1142.540669506357,2271.0406567251507,0.0,-0.0,2271.0406567251507,core_leveraged,0.5,1.0,3413.581326231508,0.1034583157838971,1.0,1.0,0.0188729355712484,0.0007286192798786,primary,CWEB,False,,,1.0,0.0,,False,0.0,0.0,2481.9410830761944,1651.224496674031,-830.7165864021634,1651.224496674031,-830.7165864021634,haircut,haircut,-931.6402431553138,1.3753675901124172,normal,False,False,False,2481.9410830761944,1651.224496674031,-830.7165864021634,2026-04-03
NUGT,GDX,1.977941,501,ols,0.020033,250000,0.020033,False,False,199.3699951171875,0.020033,1.0,False,True,False,False,False,False,True,False,False,False,0.777609,0.214034,0.392785,0.149213,0.214034,0.194001,0.194001,0.49448525,0.5933822999999999,0.5,0.5933822999999999,0.194001,net_decay_annual,0.020033,ETF_LS,0.0,-0.0,0.0,-0.0,15890.812175255182,0.0,-0.0,15890.812175255182,core_leveraged,0.5,1.0,0.0,0.1163172079369877,2.0,2.0,0.1167282452862897,0.0045064769972279,not_selected,GDXU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,22833.219162461424,15165.76733502044,-7667.451827440981,15165.76733502044,-7667.451827440981,haircut,haircut,22833.219162461424,0.0,normal,False,False,False,22833.219162461424,15165.76733502044,-7667.451827440981,2026-04-03
JNUG,GDXJ,1.974827,501,ols,0.039398,100000,0.039398,False,False,205.3999938964844,0.039398,1.0,False,True,False,False,False,False,True,False,False,False,0.868467,0.251363,0.438715,0.185264,0.251363,0.211965,0.211965,0.49370675,0.5924481,0.5,0.5924481,0.211965,net_decay_annual,0.039398,ETF_LS,3254.7566586129515,-1648.122422173158,3254.7566586129515,-1648.122422173158,3254.7566586129515,0.0,-0.0,3254.7566586129515,core_leveraged,0.5,1.0,4902.87908078611,0.1272381550508189,1.0,1.0,0.0271069332065541,0.0010465056735936,primary,JNUG,False,,,1.0,0.0,,False,0.0,0.0,3411.7036164026326,2264.845793610708,-1146.8578227919245,2264.845793610708,-1146.8578227919245,haircut,haircut,-1491.175464383477,1.43707649668461,normal,False,False,False,3411.7036164026326,2264.845793610708,-1146.8578227919245,2026-04-03
GUSH,XOP,2.010455,501,ols,0.037339,250000,0.037339,False,False,42.15999984741211,0.037339,1.0,False,True,False,False,False,False,True,False,False,False,0.58504,0.148472,0.290791,0.08589,0.148472,0.1111329999999999,0.1111329999999999,0.50261375,0.6031365,0.50261375,0.6031365,0.1111329999999999,net_decay_annual,0.037339,ETF_LS,1033.200213521702,-513.9136232950759,1033.200213521702,-513.9136232950759,1033.200213521702,0.0,-0.0,1033.200213521702,core_leveraged,0.5,1.0,1547.113836816778,0.0658221813286624,1.0,1.0,0.0085536499567931,0.0003302270729598,primary,GUSH,False,,,1.0,0.0,,False,0.0,0.0,1013.6628523819458,676.9486837988094,-336.7141685831364,676.9486837988094,-336.7141685831364,haircut,haircut,-533.4509844348323,1.5262607613382573,normal,False,False,False,1013.6628523819458,676.9486837988094,-336.7141685831364,2026-04-03
URAA,URA,1.932456,443,ols,0.030349,45000,0.030349,False,False,35.47999954223633,0.030349,1.0,False,True,False,False,False,False,True,False,False,False,0.882262,0.380831,0.439355,0.173916,0.380831,0.3504819999999999,0.3504819999999999,0.483114,0.5797367999999999,0.5,0.5797367999999999,0.3504819999999999,net_decay_annual,0.030349,ETF_LS,8014.8434723912915,-4147.490795335723,8014.8434723912915,-4147.490795335723,8014.8434723912915,0.0,-0.0,8014.8434723912915,core_leveraged,0.5,1.0,12162.334267727016,0.2138373224254554,1.0,1.0,0.0672428540860936,0.0025960158522362,primary,URAA,False,,,1.0,0.0,,False,0.0,0.0,8745.164927466505,5762.966753830991,-2982.198173635514,5762.966753830991,-2982.198173635514,haircut,haircut,-3417.1693402605106,1.3907495591681738,normal,False,False,False,8745.164927466505,5762.966753830991,-2982.198173635514,2026-04-03
MSTU,MSTR,1.966006,385,ols,0.300998,2600000,0.300998,False,False,3.900000095367432,0.300998,1.0,False,False,True,False,False,True,False,True,False,False,1.71387,1.086041,0.882945,0.74029,1.086041,0.785043,0.785043,0.4915015,0.5898017999999999,0.5,0.5898017999999999,0.785043,net_decay_annual,0.300998,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-04-03
BTCL,IBIT,2.006125,434,ols,0.044581,15000,0.044581,False,False,14.869999885559082,0.044581,1.0,False,True,False,False,False,False,True,False,False,False,1.002404,0.42922,0.499733,0.252032,0.42922,0.384639,0.384639,0.50153125,0.6018374999999999,0.50153125,0.6018374999999999,0.384639,net_decay_annual,0.044581,ETF_LS,0.0,-0.0,0.0,-0.0,9519.007329224973,0.0,-0.0,9519.007329224973,core_leveraged,0.5,1.0,0.0,0.2281838084488941,3.0,2.0,0.078886429763602,0.0030455343541848,not_selected,BITX,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,28570.569225190764,19066.450392743423,-9504.118832447342,19066.450392743423,-9504.118832447342,haircut,haircut,28570.569225190764,0.0,normal,False,False,False,28570.569225190764,19066.450392743423,-9504.118832447342,2026-04-03
GOOX,GOOGL,1.979172,501,ols,0.018683,100000,0.018683,False,False,58.88999938964844,0.018683,1.0,False,True,False,False,False,False,True,False,False,False,0.598983,0.203422,0.301107,0.087853,0.203422,0.184739,0.184739,0.494793,0.5937515999999999,0.5,0.5937515999999999,0.184739,net_decay_annual,0.018683,ETF_LS,2553.298812670193,-1290.0843447008106,2553.298812670193,-1290.0843447008106,2553.298812670193,0.0,-0.0,2553.298812670193,core_leveraged,0.5,1.0,3843.383157371004,0.1107123157116502,2.0,1.0,0.0212492147608394,0.0008203592651805,primary,GOOX,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,4415.746869083742,2933.540783270724,-1482.2060858130185,2933.540783270724,-1482.2060858130185,haircut,haircut,572.3637117127387,0.8703812223204943,normal,False,False,False,4415.746869083742,2933.540783270724,-1482.2060858130185,2026-04-03
NFLU,NFLX,1.991516,378,ols,0.037755,10000,0.037755,False,False,33.63999938964844,0.037755,1.0,False,True,False,False,False,False,True,False,False,False,0.692831,0.232843,0.33063,0.107929,0.232843,0.1950879999999999,0.1950879999999999,0.497879,0.5974548,0.5,0.5974548,0.1950879999999999,net_decay_annual,0.037755,ETF_LS,2791.8237862606634,-1401.858577214877,2791.8237862606634,-1401.858577214877,2791.8237862606634,0.0,-0.0,2791.8237862606634,core_leveraged,0.5,1.0,4193.68236347554,0.1163704480700043,2.0,1.0,0.0231859415341748,0.0008951296400161,primary,NFXL,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,3698.6370735218834,2462.2615791164103,-1236.375494405473,2462.2615791164103,-1236.375494405473,haircut,haircut,-495.0452899536567,1.1338453273768407,normal,False,False,False,3698.6370735218834,2462.2615791164103,-1236.375494405473,2026-04-03
ROBN,HOOD,2.011229,293,ols,0.093434,100000,0.093434,False,False,16.969999313354492,0.093434,1.0,False,True,False,False,False,False,True,False,False,False,1.520961,0.747398,0.706668,0.507822,0.747398,0.653964,0.653964,0.50280725,0.6033687,0.50280725,0.6033687,0.653964,net_decay_annual,0.093434,ETF_LS,22962.253617697384,-11417.0259168386,22962.253617697384,-11417.0259168386,22962.253617697384,0.0,-0.0,22962.253617697384,core_leveraged,0.5,1.0,34379.279534535985,0.3872199278252896,3.0,1.0,0.1900754268413859,0.0073381599860268,primary,ROBN,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,58547.939855700046,39104.73581651869,-19443.20403918136,39104.73581651869,-19443.20403918136,haircut,haircut,24168.66032116406,0.5871987916102385,normal,False,False,False,58547.939855700046,39104.73581651869,-19443.20403918136,2026-04-03
DJTU,DJT,2.007331,272,ols,0.260385,150000,0.3296012568702839,False,False,1.5800000429153442,0.260385,1.2658227504283424,False,False,True,False,False,True,False,True,False,False,1.465475,0.830072,0.975018,0.96114,0.830072,0.5004707431297162,0.5004707431297162,0.50183275,0.6021993,0.50183275,0.6021993,0.5004707431297162,net_decay_annual,0.3296012568702839,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-04-03
RBLU,RBLX,2.018114,272,ols,0.077518,30000,0.077518,False,False,13.329999923706056,0.077518,1.0,False,True,False,False,False,False,True,False,False,False,1.129302,0.50344,0.526309,0.284573,0.50344,0.425922,0.425922,0.5045285,0.6054342,0.5045285,0.6054342,0.425922,net_decay_annual,0.077518,ETF_LS,10806.057026156925,-5354.532512116224,10806.057026156925,-5354.532512116224,10806.057026156925,0.0,-0.0,10806.057026156925,core_leveraged,0.5,1.0,16160.589538273149,0.2515479612061189,1.0,1.0,0.0893483224804049,0.0034494321319686,primary,RBLU,False,,,1.0,0.0,,False,0.0,0.0,11403.676788796052,7625.265241453555,-3778.411547342496,7625.265241453555,-3778.411547342496,haircut,haircut,-4756.912749477095,1.4171385104627563,normal,False,False,False,11403.676788796052,7625.265241453555,-3778.411547342496,2026-04-03
